latitude,longitude,rwi,error,pm25,pm25_distance,wealth_quartile,region
2.4711573,102.0959473,0.062,0.493,15.263778,0.003957357249254137,Q3 (Upper-Mid),Southern
3.4805234,102.0080566,-0.57,0.521,18.34333,0.005422048492217043,Q1 (Poorest),Southern
3.7655967,102.4914551,-0.088,0.551,18.937317,0.003597460490316601,Q2 (Lower-Mid),Central
2.3613917,102.2277832,0.643,0.548,15.7106285,0.004557915744463443,Q4 (Richest),Southern
5.605052,100.3381348,0.141,0.538,20.020426,0.0031361463430750825,Q3 (Upper-Mid),Northern
3.3050503,102.052002,-0.085,0.539,16.170801,0.0029987259470963127,Q2 (Lower-Mid),Southern
3.897138,100.9533691,0.143,0.533,18.677805,0.0026901554333386537,Q3 (Upper-Mid),Central
2.2077054,112.2253418,-0.414,0.423,13.056056,0.0027271733784678693,Q1 (Poorest),Sarawak
7.0027636,116.7956543,-0.348,0.542,10.80041,0.0023307734350114274,Q2 (Lower-Mid),Sabah
6.2388552,117.5646973,-0.999,0.476,17.453154,0.0038671241105200623,Q1 (Poorest),Sabah
1.3951258,103.4362793,0.565,0.507,18.801458,0.0012879019651110169,Q4 (Richest),Southern
2.317483,102.6452637,-0.084,0.542,14.854389,0.0024972633526035644,Q2 (Lower-Mid),Southern
5.6925158,100.4699707,0.99,0.559,19.403402,0.005560250079545491,Q4 (Richest),Northern
3.5463174,102.0080566,-0.304,0.534,19.181055,0.003330907272131726,Q2 (Lower-Mid),Central
4.6421296,118.6633301,0.159,0.529,13.66964,0.003321251449336801,Q3 (Upper-Mid),Sabah
2.2516175,111.5222168,-0.131,0.496,12.18579,0.004381412863059404,Q2 (Lower-Mid),Sarawak
1.5049538,110.489502,0.1,0.554,13.432279,0.004501626680045827,Q3 (Upper-Mid),Sarawak
6.413566,99.8327637,0.577,0.531,12.4351845,0.002655784316642619,Q4 (Richest),Northern
2.1857489,102.2717285,1.109,0.524,14.665962,0.003357623463419099,Q4 (Richest),Southern
3.9190595,101.3928223,0.558,0.559,18.436308,0.004605172932380343,Q4 (Richest),Central
2.5370123,112.3132324,-0.094,0.508,14.41415,0.0026799351564924844,Q2 (Lower-Mid),Sarawak
1.8783255,103.1506348,0.628,0.522,14.084579,0.005486644288953155,Q4 (Richest),Southern
6.5227299,116.7736816,0.015,0.561,13.939949,0.0026260219595628763,Q3 (Upper-Mid),Sabah
4.4669035,118.4655762,-0.396,0.497,11.039132,0.001989716421270406,Q1 (Poorest),Sabah
2.800398,102.2717285,0.306,0.558,16.16862,0.0056472751696522,Q3 (Upper-Mid),Southern
2.0759616,103.326416,-0.052,0.533,15.429919,0.001714144319562072,Q2 (Lower-Mid),Southern
1.5928123,103.6779785,0.172,0.525,17.226076,0.0036931624272324615,Q3 (Upper-Mid),Southern
3.5901776,101.5905762,0.332,0.508,18.34096,0.006544969512827027,Q4 (Richest),Central
4.0505767,102.0959473,-0.266,0.524,17.096178,0.0045231770179730655,Q2 (Lower-Mid),Central
6.8718928,117.0812988,-0.348,0.489,15.166607,0.00483185233824318,Q2 (Lower-Mid),Sabah
4.0286586,101.282959,-0.451,0.539,19.28617,0.004191097623298243,Q1 (Poorest),Central
6.326218,116.4440918,0.189,0.554,14.016856,0.001519296441896079,Q3 (Upper-Mid),Sabah
6.020385,100.6018066,-0.203,0.518,16.093184,0.005614121493425904,Q2 (Lower-Mid),Northern
3.9190595,102.1838379,-0.489,0.5,16.762182,0.004221925866329605,Q1 (Poorest),Central
6.2170122,99.8547363,-0.399,0.561,13.094853,0.0020296931281249047,Q1 (Poorest),Northern
6.2170122,100.4919434,-0.524,0.518,15.530786,0.0036616848987293974,Q1 (Poorest),Northern
1.0216743,110.3796387,0.055,0.526,13.52005,0.005707684258860547,Q3 (Upper-Mid),Sarawak
2.9540126,102.4914551,-0.248,0.557,16.99595,0.0036824725893838937,Q2 (Lower-Mid),Southern
1.8783255,103.1066895,0.162,0.546,14.114543,0.0037285424351073274,Q3 (Upper-Mid),Southern
3.3269861,101.5026855,0.403,0.543,20.91926,0.0030477217176959983,Q4 (Richest),Southern
3.6340356,103.2385254,-0.274,0.456,16.548838,0.0036543386585476166,Q2 (Lower-Mid),Central
2.932069,112.9943848,-0.244,0.539,13.164394,0.0029953770305558283,Q2 (Lower-Mid),Sarawak
3.7875216,101.4147949,-0.324,0.527,19.0254,0.002529916224609616,Q2 (Lower-Mid),Central
2.2296616,102.6013184,0.59,0.493,15.401582,0.0059422480006474645,Q4 (Richest),Southern
3.7217452,102.4255371,0.497,0.547,19.064,0.003298228277461295,Q4 (Richest),Central
5.9111167,117.9602051,-0.455,0.552,15.844821,0.006167307608979466,Q1 (Poorest),Sabah
3.0856655,113.1921387,-0.098,0.546,12.489868,0.0029373680161048255,Q2 (Lower-Mid),Sarawak
4.751624,103.4143066,0.934,0.536,14.005009,0.0034467699037915808,Q4 (Richest),Central
3.4147247,101.3928223,0.121,0.505,19.960985,0.002191697255127903,Q3 (Upper-Mid),Southern
3.7436712,102.4914551,-0.278,0.545,18.944206,0.003788297980088027,Q2 (Lower-Mid),Central
2.932069,112.532959,0.645,0.558,12.737815,0.003573663207191872,Q4 (Richest),Sarawak
2.84429,102.2937012,0.218,0.522,16.3632,0.0014786037577548907,Q3 (Upper-Mid),Southern
2.6467632,103.5461426,-0.222,0.519,14.832397,0.002102061830686811,Q2 (Lower-Mid),Southern
5.7799663,100.6018066,-0.276,0.519,16.658075,0.005906136075726749,Q2 (Lower-Mid),Northern
4.5983271,117.7404785,-0.553,0.507,11.645509,0.0056160304215528084,Q1 (Poorest),Sabah
4.0505767,100.8215332,-0.097,0.509,19.041727,0.005617972604521839,Q2 (Lower-Mid),Central
1.0875811,111.3244629,-0.408,0.485,14.177426,0.002635732879890521,Q1 (Poorest),Sarawak
5.605052,100.4260254,0.664,0.548,20.31404,0.001023668864929347,Q4 (Richest),Northern
5.3425828,118.9709473,-0.884,0.44,12.150448,0.004717399002194633,Q1 (Poorest),Sabah
1.2852926,111.6320801,0.155,0.529,12.646592,0.002936652861076138,Q3 (Upper-Mid),Sarawak
4.2916356,101.6125488,-0.575,0.48,14.633217,0.004161443749440092,Q1 (Poorest),Central
1.79048,103.4802246,-0.24,0.507,12.933429,0.006575734706127103,Q2 (Lower-Mid),Southern
2.9540126,101.854248,1.067,0.553,16.767012,0.0012431300003089957,Q4 (Richest),Southern
5.1675404,100.6896973,0.568,0.545,19.001009,0.005342414740945401,Q4 (Richest),Central
2.2516175,111.829834,0.345,0.534,13.29382,0.005902469835900444,Q4 (Richest),Sarawak
4.6640299,117.9162598,-1.083,0.53,12.692554,0.001589279746995071,Q1 (Poorest),Sabah
3.173425,113.3239746,-0.022,0.489,11.872584,0.0018776769495505983,Q3 (Upper-Mid),Sarawak
1.9222467,112.2253418,-0.539,0.411,12.515956,0.0027745758191563804,Q1 (Poorest),Sarawak
4.4888091,117.5427246,-0.664,0.493,14.154433,0.004435914949306738,Q1 (Poorest),Sabah
6.2388552,117.3010254,-0.262,0.544,14.762139,0.005537274488844753,Q2 (Lower-Mid),Sabah
2.4711573,111.5222168,-0.3,0.589,10.768498,0.004745556720018577,Q2 (Lower-Mid),Sarawak
1.724593,104.0515137,-0.558,0.496,13.135578,0.0035102826181973444,Q1 (Poorest),Southern
3.6559638,113.6315918,-0.71,0.464,9.906402,0.0035439185649187863,Q1 (Poorest),Sarawak
6.1733235,102.2497559,1.06,0.561,21.693846,0.005040214205278546,Q4 (Richest),Northern
5.1894234,102.8430176,0.241,0.531,12.967827,0.004847857761435638,Q3 (Upper-Mid),Central
3.1295462,114.8181152,-0.707,0.419,11.89339,0.005509736881460668,Q1 (Poorest),Sarawak
6.4790672,100.3381348,0.18,0.547,14.31498,0.00513571839905528,Q3 (Upper-Mid),Northern
4.00674,101.8981934,-0.096,0.528,17.717434,0.0036395681957012327,Q2 (Lower-Mid),Central
4.4669035,117.7844238,-1.251,0.494,12.594693,0.001989716421270406,Q1 (Poorest),Sabah
5.9766803,117.388916,-0.088,0.56,15.41406,0.004259349504008035,Q2 (Lower-Mid),Sabah
3.8532931,113.6755371,-0.885,0.525,9.254471,0.0017885134185725753,Q1 (Poorest),Sarawak
2.273573,111.9836426,0.362,0.522,13.00714,0.001969972919282639,Q4 (Richest),Sarawak
1.9222467,103.0407715,0.246,0.515,13.934265,0.005044316474047608,Q3 (Upper-Mid),Southern
4.9048867,100.9094238,0.061,0.515,16.190903,0.004426476329956789,Q3 (Upper-Mid),Central
4.97056,101.5686035,-0.403,0.48,13.632725,0.005716675269934946,Q1 (Poorest),Central
4.97056,115.6091309,-0.552,0.456,12.603835,0.006062125445032808,Q1 (Poorest),Sabah
6.0640861,117.3669434,-0.768,0.486,14.514052,0.002149518323923517,Q1 (Poorest),Sabah
5.583184,101.0192871,-0.096,0.487,12.9340925,0.004656442269603771,Q2 (Lower-Mid),Northern
6.1514779,102.2937012,0.802,0.575,20.221498,0.0037535043400934364,Q4 (Richest),Northern
6.020385,116.2023926,-0.188,0.524,12.698799,0.00530162163373193,Q2 (Lower-Mid),Sabah
5.2988268,116.4440918,-0.746,0.439,11.175351,0.003932948936145697,Q1 (Poorest),Sabah
3.9190595,103.3044434,0.374,0.515,15.633549,0.004097559437218836,Q4 (Richest),Central
6.042236,116.2683105,0.063,0.558,12.573914,0.00431318554191263,Q3 (Upper-Mid),Sabah
5.4519589,100.447998,0.81,0.552,21.848005,0.0042705572362271745,Q4 (Richest),Central
5.1456567,119.1687012,-0.734,0.491,11.756699,0.0037581092480220703,Q1 (Poorest),Sabah
3.8752158,100.9533691,0.571,0.543,18.379946,0.001646930580483017,Q4 (Richest),Central
3.6559638,101.5466309,0.597,0.532,18.286709,0.0018959895270878615,Q4 (Richest),Central
5.4082108,100.7336426,0.302,0.562,18.324396,0.003485983576221102,Q3 (Upper-Mid),Central
4.2916356,117.5427246,-0.892,0.472,15.153163,0.004060642373025409,Q1 (Poorest),Sabah
5.101887,116.3562012,-0.547,0.537,14.216218,0.003335523311810603,Q1 (Poorest),Sabah
2.0540032,112.9064941,-0.331,0.426,14.640471,0.0017971442170340711,Q2 (Lower-Mid),Sarawak
2.602864,102.3596191,-0.191,0.555,16.188433,0.005086026104672084,Q2 (Lower-Mid),Southern
5.4300853,101.151123,-0.195,0.55,16.254217,0.006259023790383954,Q2 (Lower-Mid),Central
4.138243,101.7004395,-0.431,0.501,16.624634,0.00559735912527958,Q1 (Poorest),Central
3.897138,114.0930176,-0.413,0.514,9.873337,0.00291648361086997,Q1 (Poorest),Sarawak
5.758105,118.026123,-0.222,0.523,14.797161,0.0033012147066304003,Q2 (Lower-Mid),Sabah
3.809446,114.4665527,-0.637,0.459,11.490254,0.004710476134627337,Q1 (Poorest),Sarawak
5.9111167,100.3601074,0.414,0.533,19.63379,0.006244706438275252,Q4 (Richest),Northern
3.2392398,101.6564941,0.898,0.505,22.463531,0.0044958622756541035,Q4 (Richest),Southern
3.9409805,101.854248,-0.24,0.527,18.396322,0.004089793110957735,Q2 (Lower-Mid),Central
1.3951258,104.2712402,0.984,0.565,13.585934,0.003763429660114243,Q4 (Richest),Southern
2.8223442,101.6784668,0.707,0.555,18.6237,0.004364754151647534,Q4 (Richest),Southern
0.9337965,110.489502,-0.107,0.542,13.678032,0.00465949855197059,Q2 (Lower-Mid),Sarawak
3.0637244,101.8322754,0.078,0.554,16.06117,0.00300761673932972,Q3 (Upper-Mid),Southern
2.4711573,103.6340332,0.069,0.563,14.624063,0.003962883770809275,Q3 (Upper-Mid),Southern
4.3135463,103.4143066,-0.645,0.522,15.377811,0.0016110506222784587,Q1 (Poorest),Central
5.5175751,117.0373535,0.193,0.562,13.943554,0.0034861964611742845,Q3 (Upper-Mid),Sabah
3.5243866,113.7634277,-0.233,0.574,10.707451,0.0016871825381043414,Q2 (Lower-Mid),Sarawak
3.2392398,101.7004395,1.016,0.496,22.1045,0.006228294971257897,Q4 (Richest),Southern
1.5488836,103.6340332,0.809,0.565,18.725046,0.004002689060195516,Q4 (Richest),Southern
5.5613152,101.1071777,0.206,0.531,13.563213,0.004278544203998696,Q3 (Upper-Mid),Northern
1.5049538,110.4016113,0.454,0.538,11.528732,0.003387794265623089,Q4 (Richest),Sarawak
2.405299,102.6013184,-0.326,0.517,16.6345,0.0036970698819741923,Q2 (Lower-Mid),Southern
5.101887,116.2023926,-0.812,0.527,15.067261,0.004061892963712657,Q1 (Poorest),Sabah
2.932069,101.5686035,0.6,0.54,17.196783,0.004643064566913466,Q4 (Richest),Southern
5.5175751,118.0700684,-0.877,0.524,13.293666,0.005560792697926622,Q1 (Poorest),Sabah
5.7143797,117.2351074,-0.789,0.518,12.968352,0.0006295756053359061,Q1 (Poorest),Sabah
5.0362268,116.2683105,-0.19,0.445,14.355641,0.003531127923644803,Q2 (Lower-Mid),Sabah
4.7954168,115.7189941,-0.121,0.478,12.96498,0.004019422910116417,Q2 (Lower-Mid),Sabah
6.042236,100.7556152,0.198,0.547,13.389065,0.00283230925871232,Q3 (Upper-Mid),Northern
5.2769476,100.4699707,0.927,0.553,20.836933,0.00534200830110792,Q4 (Richest),Central
5.4519589,117.8063965,-0.877,0.478,13.48753,0.0033462195337388713,Q1 (Poorest),Sabah
4.1163273,103.2165527,-0.429,0.518,15.005029,0.0020456284969632937,Q1 (Poorest),Central
5.6706511,100.9753418,0.831,0.553,14.478251,0.0043626211019523135,Q4 (Richest),Northern
5.7799663,117.7844238,-0.081,0.503,14.4143915,0.004999942851516637,Q2 (Lower-Mid),Sabah
1.4829887,109.9182129,0.427,0.6,11.350822,0.003789753222380904,Q4 (Richest),Sarawak
5.1456567,101.0192871,-0.215,0.53,16.210245,0.0043377113781779076,Q2 (Lower-Mid),Central
3.9409805,100.8215332,0.587,0.515,16.214136,0.005305977334905572,Q4 (Richest),Central
3.6340356,102.4694824,-0.29,0.548,18.854753,0.004588551210875469,Q2 (Lower-Mid),Central
2.0979197,111.5222168,1.037,0.545,11.885989,0.0040347464907871744,Q4 (Richest),Sarawak
4.510714,114.005127,0.437,0.55,11.919536,0.004287829953239834,Q4 (Richest),Sabah
4.6859294,101.4807129,-0.595,0.524,15.890176,0.004387294244013815,Q1 (Poorest),Central
2.3394375,103.9416504,0.481,0.546,12.364846,0.005559572242233003,Q4 (Richest),Southern
1.5708481,110.357666,1.238,0.545,17.362944,0.004932376472590632,Q4 (Richest),Sarawak
4.3354564,101.0412598,-0.456,0.538,19.601448,0.0037661211494229613,Q1 (Poorest),Central
4.3573658,117.8723145,-0.335,0.538,13.0733385,0.0035789425312859977,Q2 (Lower-Mid),Sabah
6.7846256,116.685791,-0.146,0.519,11.002572,0.0008772744100987572,Q2 (Lower-Mid),Sabah
3.6778914,113.4558105,0.874,0.536,10.593269,0.0030024015672084777,Q4 (Richest),Sarawak
6.0859354,102.052002,0.136,0.536,18.361446,0.0031408176838533704,Q3 (Upper-Mid),Northern
2.9759559,113.8952637,0.529,0.52,12.267116,0.0009925958635477914,Q4 (Richest),Sarawak
3.7655967,101.854248,0.748,0.556,18.192574,0.0009625434044724875,Q4 (Richest),Central
2.84429,102.2717285,-0.128,0.558,16.26782,0.003349154972731047,Q2 (Lower-Mid),Southern
6.610044,117.1032715,-0.587,0.468,13.555992,0.005249666257396274,Q1 (Poorest),Sabah
2.6248138,114.9938965,-0.379,0.408,15.968793,0.0011218074434786425,Q1 (Poorest),Sarawak
5.4957038,101.9641113,-0.425,0.51,16.547586,0.0011308349163237394,Q1 (Poorest),Central
7.2207995,117.322998,-0.341,0.594,13.7523985,0.004651794616301599,Q2 (Lower-Mid),Sabah
3.1953637,101.3049316,0.8,0.541,23.192427,0.00037019812914728203,Q4 (Richest),Southern
5.9111167,117.2570801,-0.329,0.494,13.3979845,0.004406582860158209,Q2 (Lower-Mid),Sabah
5.9548266,101.986084,-0.099,0.541,16.177391,0.0010971664583980176,Q2 (Lower-Mid),Northern
3.0856655,112.7966309,-0.086,0.555,12.0265,0.0017631364594849132,Q2 (Lower-Mid),Sarawak
5.2550677,102.2937012,-0.329,0.488,13.573761,0.0012987287064274915,Q2 (Lower-Mid),Central
2.2077054,102.3376465,0.82,0.545,15.767356,0.0037852887540515416,Q4 (Richest),Southern
1.724593,112.0056152,0.072,0.473,12.26717,0.0007399502591914443,Q3 (Upper-Mid),Sarawak
4.6859294,114.9499512,-0.578,0.503,10.555884,0.005037985135990552,Q1 (Poorest),Sabah
5.5613152,116.2683105,-0.1,0.517,11.275929,0.004953950392906771,Q2 (Lower-Mid),Sabah
4.7297265,103.1945801,0.713,0.555,14.09455,0.004745183198143167,Q4 (Richest),Central
4.5764249,100.6677246,0.169,0.535,18.681164,0.003073977994257682,Q3 (Upper-Mid),Central
4.2916356,100.8435059,0.401,0.531,19.273275,0.0036818045490930994,Q4 (Richest),Central
6.7628064,116.817627,-0.411,0.528,13.646028,0.003420468247984291,Q1 (Poorest),Sabah
5.0362268,100.6677246,-0.296,0.509,18.294952,0.002987284680025933,Q2 (Lower-Mid),Central
5.6487856,118.026123,-0.975,0.484,12.994553,0.003948242137182485,Q1 (Poorest),Sabah
6.8937071,116.685791,0.125,0.541,10.064469,0.0015169345257082236,Q3 (Upper-Mid),Sabah
1.8563646,103.5461426,-0.557,0.515,12.991918,0.0017809557950519347,Q1 (Poorest),Southern
6.500899,116.6638184,-0.556,0.5,12.171987,0.004268194305548808,Q1 (Poorest),Sabah
6.8500775,116.6638184,-0.513,0.577,11.97781,0.005062562296036561,Q1 (Poorest),Sabah
4.3135463,114.0930176,0.435,0.585,10.017103,0.002459300947407536,Q4 (Richest),Sabah
6.042236,117.1911621,0.274,0.585,13.466901,0.004729402900327257,Q3 (Upper-Mid),Sabah
5.2113056,115.982666,0.804,0.529,11.912419,0.004370368899570754,Q4 (Richest),Sabah
2.2077054,112.0275879,0.132,0.498,12.543977,0.0037428509282852107,Q3 (Upper-Mid),Sarawak
4.6859294,117.8723145,-0.26,0.506,12.605735,0.0028417953787446553,Q2 (Lower-Mid),Sabah
3.1953637,102.4694824,0.156,0.543,17.951979,0.004500786542689078,Q3 (Upper-Mid),Southern
4.8829942,116.0925293,0.019,0.432,12.506524,0.0031834798314614612,Q3 (Upper-Mid),Sabah
5.7143797,100.3601074,0.585,0.541,18.039864,0.004929665028668668,Q4 (Richest),Northern
5.2988268,115.345459,0.452,0.536,13.783321,0.003854007810984584,Q4 (Richest),Sabah
4.2916356,101.7883301,-0.341,0.499,17.287222,0.004731267248071901,Q2 (Lower-Mid),Central
4.1820725,103.2385254,-0.195,0.501,14.861519,0.004581927901355448,Q2 (Lower-Mid),Central
3.7655967,101.7883301,-0.467,0.517,15.73568,0.0033795139811106214,Q1 (Poorest),Central
6.1514779,100.645752,0.203,0.528,15.139271,0.003602392327763383,Q3 (Upper-Mid),Northern
3.217302,101.3708496,0.409,0.541,21.966349,0.0047460951667512834,Q4 (Richest),Southern
1.4610233,110.1379395,0.379,0.52,11.786202,0.004943937123290018,Q4 (Richest),Sarawak
4.0944111,100.9753418,-0.202,0.518,20.236383,0.0006814901326274571,Q2 (Lower-Mid),Central
3.458591,101.6345215,0.816,0.536,19.838259,0.003623098140400217,Q4 (Richest),Southern
5.8892605,102.2937012,-0.601,0.567,18.041048,0.004453317689696469,Q1 (Poorest),Northern
6.2170122,102.1398926,0.324,0.541,17.038109,0.005288191625653847,Q3 (Upper-Mid),Northern
5.7143797,117.5427246,0.191,0.516,13.101696,0.002356708968649019,Q3 (Upper-Mid),Sabah
3.4805234,102.9528809,-0.257,0.52,15.590716,0.004953519645837538,Q2 (Lower-Mid),Southern
1.9442068,111.697998,-0.023,0.515,11.802472,0.0031014647152352907,Q3 (Upper-Mid),Sarawak
5.9548266,116.2023926,0.386,0.532,12.488067,0.0026149814155834806,Q4 (Richest),Sabah
5.7362428,100.7336426,0.388,0.545,16.046856,0.0018407640015453395,Q4 (Richest),Northern
2.0100856,112.0056152,-0.398,0.499,11.765396,0.004953202643885537,Q1 (Poorest),Sarawak
4.5764249,101.1730957,-0.096,0.546,17.038849,0.002380939799870278,Q2 (Lower-Mid),Central
5.3425828,118.1799316,-0.603,0.496,13.334621,0.005489301354647735,Q1 (Poorest),Sabah
1.5269188,103.6779785,1.338,0.516,21.278227,0.0035405052150770285,Q4 (Richest),Southern
2.6467632,103.6560059,0.232,0.518,14.18926,0.002030574699872591,Q3 (Upper-Mid),Southern
4.8173122,103.3483887,-0.151,0.509,14.36312,0.004101343709047906,Q2 (Lower-Mid),Central
5.9766803,102.0739746,-0.206,0.501,17.296755,0.0019669581894870276,Q2 (Lower-Mid),Northern
3.173425,101.7443848,1.422,0.495,20.888666,0.001691843011867779,Q4 (Richest),Southern
2.0759616,102.9309082,-0.511,0.551,14.01075,0.004200885212094033,Q1 (Poorest),Southern
4.4449973,100.9753418,-0.172,0.521,20.020096,0.00034333788832961216,Q2 (Lower-Mid),Central
5.1456567,102.9528809,0.453,0.526,14.292587,0.002220276667497214,Q4 (Richest),Central
3.107606,103.0627441,-0.297,0.5,15.669892,0.0034483680917967345,Q2 (Lower-Mid),Southern
5.9548266,102.1618652,0.163,0.538,18.243067,0.0031405020260370287,Q3 (Upper-Mid),Northern
6.5882169,116.8615723,0.13,0.537,11.871082,0.004699221990983873,Q3 (Upper-Mid),Sabah
1.9442068,112.9943848,0.256,0.527,14.672183,0.0010055383786706402,Q3 (Upper-Mid),Sarawak
5.5394455,102.2277832,0.008,0.552,16.098951,0.005245810247511507,Q3 (Upper-Mid),Northern
4.8392069,101.0192871,-0.045,0.522,17.916039,0.006006841658421502,Q2 (Lower-Mid),Central
3.2611771,101.6345215,0.724,0.542,20.21954,0.0038530997499909136,Q4 (Richest),Southern
1.8783255,111.697998,0.107,0.549,11.683281,0.0044775868698560504,Q3 (Upper-Mid),Sarawak
5.4519589,116.1584473,-0.079,0.546,11.398551,0.004597838646658709,Q2 (Lower-Mid),Sabah
3.0856655,102.9309082,0.033,0.552,15.556783,0.004143150152489523,Q3 (Upper-Mid),Southern
2.0100856,102.6672363,0.322,0.557,15.169999,0.005399009371518645,Q3 (Upper-Mid),Southern
3.3927908,101.4367676,0.604,0.586,19.78953,0.0028308173635712163,Q4 (Richest),Southern
6.1951683,100.3381348,0.295,0.539,19.687527,0.0031402195793781814,Q3 (Upper-Mid),Northern
6.6755194,100.1843262,0.046,0.524,15.127027,0.0008487052623874878,Q3 (Upper-Mid),Northern
2.602864,114.5983887,-0.565,0.424,17.69796,0.0040046964265798655,Q1 (Poorest),Sarawak
6.9373327,116.7956543,-0.331,0.492,11.183574,0.0024232755127145235,Q2 (Lower-Mid),Sabah
1.8563646,103.9416504,0.29,0.481,12.5842085,0.0036166084837235676,Q3 (Upper-Mid),Southern
1.6367402,111.0168457,-0.538,0.517,13.4408865,0.002537162025980152,Q1 (Poorest),Sarawak
5.2769476,116.048584,0.443,0.505,11.990208,0.004080558619438447,Q4 (Richest),Sabah
7.0899903,117.0373535,-0.064,0.636,16.577522,0.005515836425599828,Q2 (Lower-Mid),Sabah
5.9111167,102.052002,-0.156,0.519,16.915367,0.004906073434660761,Q2 (Lower-Mid),Northern
2.6687122,101.854248,0.421,0.566,17.071936,0.0037883078223619393,Q4 (Richest),Southern
4.4669035,100.7775879,-0.514,0.532,18.504091,0.0032112400199063784,Q1 (Poorest),Central
2.9978987,101.4147949,0.805,0.515,18.999416,0.002906125867951896,Q4 (Richest),Southern
6.2606973,100.2722168,0.084,0.54,18.787924,0.005125112348392401,Q3 (Upper-Mid),Northern
5.233187,119.2346191,-0.042,0.553,10.930953,0.0018528365522632536,Q3 (Upper-Mid),Sabah
1.6147764,111.7199707,-0.242,0.436,11.640809,0.004979385466114691,Q2 (Lower-Mid),Sarawak
7.0027636,116.751709,0.117,0.552,10.074154,0.003976758401661344,Q3 (Upper-Mid),Sabah
6.1733235,116.4880371,-0.044,0.531,11.09669,0.003468654091350286,Q3 (Upper-Mid),Sabah
2.6906608,111.4343262,-0.151,0.47,12.810684,0.004390762992938166,Q2 (Lower-Mid),Sarawak
4.4011829,100.8874512,0.425,0.544,19.643927,0.004535390558723235,Q4 (Richest),Central
1.9881263,103.1066895,0.429,0.5,14.002484,0.0035520051641910262,Q4 (Richest),Southern
6.4790672,100.2502441,0.731,0.552,16.124195,0.006255826006264045,Q4 (Richest),Northern
5.4738318,100.513916,0.494,0.54,20.204292,0.0015931734252680513,Q4 (Richest),Central
4.9924497,100.6677246,0.593,0.544,18.3427,0.0037312067072648356,Q4 (Richest),Central
1.4170918,103.6340332,0.603,0.572,19.53166,0.002305346883190382,Q4 (Richest),Southern
5.8892605,117.3669434,-0.284,0.538,15.210999,0.004683483876807389,Q2 (Lower-Mid),Sabah
6.2388552,117.4768066,-0.296,0.581,16.303503,0.004258034382475489,Q2 (Lower-Mid),Sabah
5.8236865,100.7556152,0.768,0.572,15.109157,0.0014514266099705927,Q4 (Richest),Northern
3.1514858,101.5246582,1.124,0.548,24.548368,0.0035309026063889597,Q4 (Richest),Southern
2.9101249,101.5686035,-0.05,0.528,18.149904,0.006060845738543829,Q2 (Lower-Mid),Southern
2.4931093,112.0495605,-0.286,0.491,13.531392,0.004938540109056567,Q2 (Lower-Mid),Sarawak
5.1894234,116.3122559,-0.134,0.558,14.113991,0.0052067709261589155,Q2 (Lower-Mid),Sabah
2.515061,111.4343262,0.127,0.563,10.507059,0.0006741146594580387,Q3 (Upper-Mid),Sarawak
5.8892605,117.2351074,-0.729,0.491,13.177353,0.004261609323867606,Q1 (Poorest),Sabah
1.9881263,111.6320801,-0.172,0.522,11.866179,0.0042792473611885816,Q2 (Lower-Mid),Sarawak
3.8313699,114.708252,-0.306,0.508,12.463753,0.004872525129662387,Q2 (Lower-Mid),Sarawak
1.3072596,110.3796387,-0.192,0.522,12.229978,0.005159802989866395,Q2 (Lower-Mid),Sarawak
6.042236,102.1838379,0.4,0.546,21.22043,0.002997486582590194,Q4 (Richest),Northern
5.6925158,117.6306152,-0.594,0.528,12.781169,0.005041558493373404,Q1 (Poorest),Sabah
3.8532931,102.3376465,-0.528,0.527,18.353289,0.003149981221829703,Q1 (Poorest),Central
2.4272521,114.5324707,-0.261,0.451,16.724375,0.0033894049974549593,Q2 (Lower-Mid),Sarawak
4.0724942,101.9421387,-0.189,0.521,17.555561,0.0038030736482137393,Q2 (Lower-Mid),Central
2.515061,112.2692871,-0.249,0.523,14.187491,0.004288142753172865,Q2 (Lower-Mid),Sarawak
1.9002862,103.6999512,0.134,0.591,12.740208,0.006836449679535205,Q3 (Upper-Mid),Southern
5.9329721,116.4880371,-0.719,0.549,13.138233,0.0036513580656522483,Q1 (Poorest),Sabah
1.6367402,109.8742676,0.03,0.502,11.646615,0.0018880516390654119,Q3 (Upper-Mid),Sarawak
2.0320445,102.8649902,0.286,0.477,13.742438,0.0029555957666652973,Q3 (Upper-Mid),Southern
1.6806671,103.4143066,-0.076,0.482,12.731087,0.004388120395309024,Q2 (Lower-Mid),Southern
4.3354564,118.223877,-0.605,0.502,15.386909,0.0012107726232360146,Q1 (Poorest),Sabah
5.8674033,102.0959473,-0.145,0.521,17.254076,0.002583024800850316,Q2 (Lower-Mid),Northern
1.5488836,109.8742676,0.07,0.57,11.161269,0.00395209970191905,Q3 (Upper-Mid),Sarawak
3.1514858,115.5212402,-0.139,0.408,13.015926,0.0051475210464897985,Q2 (Lower-Mid),Sarawak
6.6973426,116.3562012,0.23,0.568,15.009717,0.002630931115275229,Q3 (Upper-Mid),Sabah
5.7799663,116.114502,-0.745,0.489,12.737376,0.004990898649589515,Q1 (Poorest),Sabah
5.6269192,115.6091309,0.385,0.507,9.977689,0.0045519161245578576,Q4 (Richest),Sabah
5.8674033,116.7956543,-0.008,0.459,12.564931,0.002491477282003654,Q3 (Upper-Mid),Sabah
