latitude,longitude,rwi,error,pm25,pm25_distance,wealth_quartile,region
1.6806671,111.9836426,-0.156,0.509,12.335533,0.004540673812022027,Q2 (Lower-Mid),Sarawak
4.4011829,117.8723145,-0.305,0.532,12.401807,0.004667308048855514,Q2 (Lower-Mid),Sabah
2.932069,102.2058105,0.663,0.557,16.397614,0.003040455729007553,Q4 (Richest),Southern
6.3917304,116.4880371,-0.358,0.521,14.944702,0.0044621103549875515,Q2 (Lower-Mid),Sabah
4.751624,102.0080566,-0.142,0.49,14.997864,0.0045560674081036,Q2 (Lower-Mid),Central
4.4011829,101.0192871,0.006,0.535,19.761124,0.005740759029241146,Q3 (Upper-Mid),Central
6.8282612,116.7956543,-0.556,0.516,12.04174,0.003326736762410202,Q1 (Poorest),Sabah
1.5269188,103.6560059,1.237,0.504,20.308155,0.0021670664610802266,Q4 (Richest),Southern
2.405299,102.9309082,-0.27,0.503,15.465449,0.004100277041612534,Q2 (Lower-Mid),Southern
5.8892605,116.0705566,0.973,0.553,14.838104,0.006153584525472074,Q4 (Richest),Sabah
5.9766803,100.3381348,0.089,0.546,19.801107,0.0035575891358260526,Q3 (Upper-Mid),Northern
5.8674033,102.1618652,0.395,0.541,17.672293,0.003950906599033073,Q4 (Richest),Northern
1.5708481,103.7878418,1.239,0.574,19.707075,0.005029283870939039,Q4 (Richest),Southern
4.4449973,101.2390137,0.119,0.53,17.569345,0.00401309067588103,Q3 (Upper-Mid),Central
5.583184,117.3669434,-0.502,0.426,12.911861,0.002661410486060551,Q1 (Poorest),Sabah
1.0436434,110.3137207,-0.715,0.485,12.839437,0.001866308698048988,Q1 (Poorest),Sarawak
5.6269192,100.4040527,0.696,0.546,19.084557,0.00213971836370713,Q4 (Richest),Northern
5.6706511,102.0300293,0.331,0.549,14.769741,0.006607485801370123,Q4 (Richest),Northern
3.1514858,101.6345215,1.052,0.499,24.959589,0.0035468876134880424,Q4 (Richest),Southern
5.3644596,100.5578613,0.751,0.569,17.022772,0.002911541897534604,Q4 (Richest),Central
4.1163273,101.3049316,-0.021,0.527,18.693003,0.0013293055831099607,Q3 (Upper-Mid),Central
1.7465556,103.1286621,0.256,0.511,14.439094,0.003978800439160351,Q3 (Upper-Mid),Southern
3.9629009,101.0412598,0.032,0.545,18.868734,0.004287337501783854,Q3 (Upper-Mid),Central
1.3731595,110.0061035,-0.095,0.541,11.778443,0.0021473755494192896,Q2 (Lower-Mid),Sarawak
5.2988268,118.1359863,-0.087,0.56,12.859601,0.003951252035460909,Q2 (Lower-Mid),Sabah
6.1296313,100.6237793,0.112,0.604,15.039207,0.004789472641117108,Q3 (Upper-Mid),Northern
5.7143797,118.1140137,0.083,0.538,13.653628,0.0011634172678260464,Q3 (Upper-Mid),Sabah
4.5983271,101.4587402,0.1,0.539,16.729046,0.005004637142887553,Q3 (Upper-Mid),Central
3.041783,102.9089355,-0.533,0.542,15.699372,0.005084028892076051,Q1 (Poorest),Southern
5.7362428,118.0041504,0.095,0.484,15.130944,0.001503788783688831,Q3 (Upper-Mid),Sabah
5.6925158,102.1838379,-0.15,0.53,16.654715,0.00274169848924191,Q2 (Lower-Mid),Northern
1.2193903,110.5114746,0.529,0.542,12.679757,0.005630149471612933,Q4 (Richest),Sarawak
5.233187,101.0852051,-0.275,0.491,16.217264,0.001824800136607033,Q2 (Lower-Mid),Central
1.6587038,110.1599121,0.23,0.492,12.887525,0.006152972184701348,Q3 (Upper-Mid),Sarawak
5.2550677,115.1696777,0.902,0.581,13.907143,0.004677272796343966,Q4 (Richest),Sabah
2.3613917,102.9309082,-0.648,0.495,15.295395,0.005453691540708086,Q1 (Poorest),Southern
3.5901776,101.7004395,-0.083,0.532,16.682446,0.006638575325573252,Q2 (Lower-Mid),Central
3.9629009,101.2609863,-0.153,0.527,19.035614,0.004528879443016123,Q2 (Lower-Mid),Central
4.6859294,103.1945801,-0.224,0.517,14.06227,0.0010197796532476378,Q2 (Lower-Mid),Central
4.751624,114.9938965,0.473,0.548,12.503815,0.0035527355964695,Q4 (Richest),Sabah
5.6487856,100.447998,0.037,0.577,20.985231,0.0048291557954419665,Q3 (Upper-Mid),Northern
5.8455454,117.8063965,-0.538,0.529,15.338951,0.0014990163608703726,Q1 (Poorest),Sabah
5.2988268,118.2019043,0.153,0.581,12.881996,0.004923262430265128,Q3 (Upper-Mid),Sabah
4.5326183,103.2165527,-0.07,0.521,14.15421,0.002845001070580383,Q2 (Lower-Mid),Central
5.0143386,117.7844238,-0.555,0.44,11.340962,0.0008794961232783562,Q1 (Poorest),Sabah
5.4957038,117.8503418,-0.553,0.526,13.471444,0.004714404372273586,Q1 (Poorest),Sabah
5.9766803,117.4328613,-0.367,0.529,16.00139,0.0027179641959121747,Q2 (Lower-Mid),Sabah
5.7362428,117.3669434,-0.961,0.561,13.303665,0.002308534430862415,Q1 (Poorest),Sabah
2.3613917,102.2497559,0.462,0.514,15.834938,0.005967609666161857,Q4 (Richest),Southern
5.3644596,100.3161621,1.609,0.554,16.064798,0.0012792939032748017,Q4 (Richest),Central
2.0979197,111.5881348,0.131,0.533,11.834717,0.004284529483234476,Q3 (Upper-Mid),Sarawak
3.9190595,100.7775879,-0.032,0.54,16.801966,0.00481343755137539,Q3 (Upper-Mid),Central
6.5882169,116.9934082,-0.935,0.532,12.20354,0.0035903730981215395,Q1 (Poorest),Sabah
6.0859354,116.3562012,-0.464,0.515,11.623195,0.001519779526062669,Q1 (Poorest),Sabah
1.2852926,111.2145996,-0.262,0.528,13.455238,0.0004929860526722044,Q2 (Lower-Mid),Sarawak
3.1295462,101.5686035,1.237,0.509,25.165304,0.005799617007663794,Q4 (Richest),Southern
5.1894234,115.6091309,0.056,0.472,12.283764,0.006050089713900198,Q3 (Upper-Mid),Sabah
6.8500775,116.7077637,-0.189,0.533,10.541959,0.0056443878410259146,Q2 (Lower-Mid),Sabah
3.0856655,113.0163574,0.129,0.485,13.065595,0.0015122934876526065,Q3 (Upper-Mid),Sarawak
5.7143797,118.1799316,-0.244,0.606,14.775417,0.004967448961934269,Q2 (Lower-Mid),Sabah
4.4888091,101.9421387,-0.098,0.559,16.467909,0.0047637713077553255,Q2 (Lower-Mid),Central
3.6778914,101.8322754,-0.085,0.512,16.264097,0.003972269730802872,Q2 (Lower-Mid),Central
4.5326183,100.8435059,-0.254,0.503,16.950018,0.0028120725597551655,Q2 (Lower-Mid),Central
1.0875811,110.2697754,-0.431,0.488,12.059497,0.005428826315824453,Q1 (Poorest),Sarawak
3.5463174,113.8952637,-0.108,0.514,10.487249,0.001344120958959632,Q2 (Lower-Mid),Sarawak
5.1894234,100.4260254,0.187,0.537,21.453886,0.004540062742907246,Q3 (Upper-Mid),Central
4.2916356,100.7775879,-0.265,0.543,19.445536,0.004243704964625099,Q2 (Lower-Mid),Central
5.3207052,100.2502441,-0.305,0.563,15.978784,0.006405945375580059,Q2 (Lower-Mid),Central
5.8236865,117.6745605,-1.082,0.489,14.473704,0.0013858691439809102,Q1 (Poorest),Sabah
3.1514858,101.7224121,1.51,0.541,23.94251,0.004363339506724862,Q4 (Richest),Southern
6.610044,117.0153809,-0.688,0.51,12.454085,0.004970434339569672,Q1 (Poorest),Sabah
5.9329721,116.2463379,0.301,0.488,11.068863,0.002427917006005801,Q3 (Upper-Mid),Sabah
1.3951258,111.5222168,0.234,0.561,12.278717,0.0027875667991868647,Q3 (Upper-Mid),Sarawak
3.6559638,103.0847168,0.667,0.569,15.3379545,0.0010043157438784389,Q4 (Richest),Central
2.9540126,112.2692871,-0.341,0.465,11.61179,0.004399916835513026,Q2 (Lower-Mid),Sarawak
2.7784514,101.8103027,0.448,0.509,12.992786,0.005830872400632951,Q4 (Richest),Southern
4.4888091,114.005127,0.685,0.496,11.691948,0.00381117565377684,Q4 (Richest),Sabah
1.8783255,103.0407715,0.072,0.543,13.984176,0.0053780740626385,Q3 (Upper-Mid),Southern
1.7465556,103.4362793,-0.041,0.529,12.687534,0.002015623366888987,Q3 (Upper-Mid),Southern
6.6536952,116.751709,-0.217,0.528,12.095855,0.0035377480323841803,Q2 (Lower-Mid),Sabah
4.5983271,117.2790527,-0.613,0.418,12.366329,0.0052424233251530524,Q1 (Poorest),Sabah
5.758105,117.8283691,-0.665,0.513,14.818374,0.004583854471155661,Q1 (Poorest),Sabah
5.2769476,115.5432129,-0.768,0.547,11.545479,0.0026419612981590447,Q1 (Poorest),Sabah
5.2769476,100.5358887,0.482,0.549,17.377073,0.0021391742242552175,Q4 (Richest),Central
5.3644596,102.2497559,0.214,0.499,14.786423,0.004783748765520119,Q3 (Upper-Mid),Central
1.6147764,111.2585449,-0.051,0.49,12.312936,0.00355468669448499,Q2 (Lower-Mid),Sarawak
3.2611771,102.4035645,0.437,0.549,18.468788,0.004083200166387316,Q4 (Richest),Southern
4.5983271,114.8840332,-0.541,0.485,11.399411,0.0034655198714541127,Q1 (Poorest),Sabah
4.6202287,117.5427246,-0.431,0.533,12.299224,0.005285302208870284,Q1 (Poorest),Sabah
3.1514858,102.3596191,-0.104,0.536,17.064066,0.0058012485390464535,Q2 (Lower-Mid),Southern
2.0759616,111.4123535,-0.117,0.468,12.07423,0.0028166277410051864,Q2 (Lower-Mid),Sarawak
3.7217452,101.7443848,0.657,0.553,17.358438,0.0033128477513309973,Q4 (Richest),Central
5.5175751,100.6896973,0.154,0.567,19.63874,0.005359048137439026,Q3 (Upper-Mid),Northern
5.233187,118.0041504,-0.551,0.534,12.470516,0.0020011531307175742,Q1 (Poorest),Sabah
2.8662354,112.0275879,0.173,0.584,11.553285,0.002866272961699709,Q3 (Upper-Mid),Sarawak
5.1894234,103.1286621,0.009,0.547,15.44477,0.0057426431363290795,Q3 (Upper-Mid),Central
5.4082108,100.513916,0.095,0.522,19.54805,0.003388454294966155,Q3 (Upper-Mid),Central
3.3927908,114.005127,-0.605,0.563,10.892636,0.002212987695767888,Q1 (Poorest),Sarawak
1.79048,103.9416504,0.352,0.512,13.095631,0.005625636663228923,Q4 (Richest),Southern
3.7655967,100.8654785,-0.129,0.541,18.179853,0.0007661180681833275,Q2 (Lower-Mid),Central
1.5708481,103.8977051,0.068,0.532,14.792492,0.004957258166509294,Q3 (Upper-Mid),Southern
3.217302,101.5686035,0.789,0.496,23.272568,0.004274017099572693,Q4 (Richest),Southern
5.5175751,102.9528809,0.586,0.529,13.936867,0.0033361918698515897,Q4 (Richest),Northern
2.602864,114.6862793,-0.103,0.423,17.13436,0.002491071760263426,Q2 (Lower-Mid),Sarawak
2.2077054,111.9836426,0.433,0.501,12.63794,0.003027175926843689,Q4 (Richest),Sarawak
2.7126091,101.9421387,1.153,0.512,18.677254,0.0037284425403084982,Q4 (Richest),Southern
6.413566,100.4260254,0.767,0.545,13.967395,0.0017610912878784106,Q4 (Richest),Northern
5.2988268,115.2355957,0.677,0.518,11.834451,0.0038727181684394423,Q4 (Richest),Sabah
1.4610233,110.357666,1.144,0.542,11.761561,0.004785820354289713,Q4 (Richest),Sarawak
4.2697242,103.4802246,0.256,0.542,14.056197,0.006717856952448198,Q3 (Upper-Mid),Central
2.7565043,112.8186035,-0.369,0.425,13.996174,0.00390258852452236,Q2 (Lower-Mid),Sarawak
1.6806671,103.4362793,-0.336,0.543,12.672488,0.0045184496881900595,Q2 (Lower-Mid),Southern
2.405299,112.1813965,-0.058,0.502,14.110309,0.0036134527955015996,Q2 (Lower-Mid),Sarawak
3.3927908,101.7883301,0.603,0.555,16.74603,0.003993202900708925,Q4 (Richest),Southern
5.6706511,102.052002,-0.565,0.513,15.008664,0.00528246383302174,Q1 (Poorest),Northern
1.8783255,113.4338379,-0.45,0.48,14.64998,0.003521896975219189,Q1 (Poorest),Sarawak
1.79048,103.0847168,-0.196,0.537,13.774207,0.0045287632495676555,Q2 (Lower-Mid),Southern
3.458591,102.1179199,-0.21,0.504,18.922668,0.004629700279838056,Q2 (Lower-Mid),Southern
3.7436712,102.4475098,0.076,0.498,19.122355,0.0028400762856702635,Q3 (Upper-Mid),Central
6.2825384,100.6018066,0.334,0.525,13.945292,0.004034597657144851,Q4 (Richest),Northern
2.9759559,101.5466309,1.002,0.555,17.170984,0.0018920195135043766,Q4 (Richest),Southern
5.5394455,118.0041504,-0.731,0.515,13.0196495,0.0045255925185267816,Q1 (Poorest),Sabah
4.4888091,101.0412598,1.087,0.556,20.365046,0.0053370055330329656,Q4 (Richest),Central
2.8881803,112.0275879,0.513,0.513,11.552123,0.004099231616262446,Q4 (Richest),Sarawak
5.4519589,117.8723145,-0.759,0.457,13.144452,0.004057059949122848,Q1 (Poorest),Sabah
4.4449973,101.5905762,-0.259,0.525,14.680394,0.004425021634920572,Q2 (Lower-Mid),Central
4.9267785,101.0632324,0.361,0.574,17.948246,0.0025090696328115636,Q4 (Richest),Central
5.1237722,102.8649902,-1.005,0.617,12.848396,0.001227823917898126,Q1 (Poorest),Central
5.9985331,116.3122559,0.087,0.555,12.338443,0.004475164129032355,Q3 (Upper-Mid),Sabah
1.2633253,111.3244629,-0.544,0.46,13.32032,0.0017577769203276515,Q1 (Poorest),Sarawak
4.9267785,100.9973145,-0.361,0.549,18.303642,0.0029166055112012615,Q2 (Lower-Mid),Central
4.4230904,118.6853027,0.024,0.539,16.649279,0.0019340144592977105,Q3 (Upper-Mid),Sabah
2.317483,112.0056152,-0.418,0.495,13.214256,0.0025586838070993678,Q1 (Poorest),Sarawak
5.5613152,115.5651855,0.233,0.533,8.414811,0.0036894014668930933,Q3 (Upper-Mid),Sabah
1.9222467,103.8977051,-0.436,0.491,12.441703,0.003862141540419553,Q1 (Poorest),Southern
3.9190595,101.1730957,-0.237,0.505,19.161364,0.004485291595285452,Q2 (Lower-Mid),Central
4.8392069,103.1945801,0.83,0.516,14.118996,0.004227735382798821,Q4 (Richest),Central
4.7078283,118.2019043,0.083,0.54,11.521194,0.004194569238304974,Q3 (Upper-Mid),Sabah
4.5764249,101.0852051,1.016,0.505,25.134207,0.0014399048580023004,Q4 (Richest),Central
4.5983271,117.6965332,-0.714,0.529,11.6438,0.00366369058258191,Q1 (Poorest),Sabah
3.107606,113.6315918,-0.317,0.547,12.070995,0.0042920309638017394,Q2 (Lower-Mid),Sarawak
4.7078283,116.4660645,0.072,0.539,13.265168,0.0030233562066121563,Q3 (Upper-Mid),Sabah
3.5243866,102.0959473,0.138,0.514,19.119286,0.0011275826363715705,Q3 (Upper-Mid),Central
1.4829887,103.7219238,0.99,0.51,20.656221,0.0036740993705790276,Q4 (Richest),Southern
1.1974226,111.5881348,-0.166,0.497,13.219302,0.003962505330010149,Q2 (Lower-Mid),Sarawak
5.6706511,118.0041504,-1.085,0.442,12.33899,0.0044307731753725375,Q1 (Poorest),Sabah
5.4300853,100.4260254,1.676,0.553,22.102936,0.005019851549478246,Q4 (Richest),Central
2.4272521,101.854248,0.806,0.564,15.959202,0.0023754438083013665,Q4 (Richest),Southern
5.233187,103.0187988,0.059,0.518,15.726673,0.004209866050197878,Q3 (Upper-Mid),Central
4.8173122,101.1950684,-0.694,0.467,16.67983,0.0023131633392741687,Q1 (Poorest),Central
4.6859294,103.0627441,-0.235,0.499,14.584999,0.002442129528061873,Q2 (Lower-Mid),Central
3.5024552,101.6345215,0.953,0.542,19.596966,0.002589903607786782,Q4 (Richest),Central
5.7362428,117.2131348,-0.172,0.539,13.252541,0.002238200909800984,Q2 (Lower-Mid),Sabah
1.9002862,103.260498,-0.537,0.565,13.789298,0.006517833189189015,Q1 (Poorest),Southern
4.7297265,115.0158691,-0.298,0.52,12.183925,0.004805944221799336,Q2 (Lower-Mid),Sabah
5.5613152,100.7336426,-0.278,0.512,19.180443,0.003927131886011655,Q2 (Lower-Mid),Northern
5.6487856,102.0300293,-0.025,0.493,14.896131,0.0062510151307428275,Q3 (Upper-Mid),Northern
5.7143797,116.4440918,-0.354,0.506,14.843887,0.0010996519566078245,Q2 (Lower-Mid),Sabah
5.3863356,102.2717285,0.242,0.564,14.681278,0.003534956071473987,Q3 (Upper-Mid),Central
5.3425828,119.2346191,-0.229,0.455,10.833031,0.0024469147379674386,Q2 (Lower-Mid),Sabah
5.583184,100.3601074,0.583,0.565,20.095629,0.005216764364270096,Q4 (Richest),Northern
1.7026302,111.5661621,-0.305,0.512,11.363824,0.002638363791721077,Q2 (Lower-Mid),Sarawak
4.2258996,103.392334,0.282,0.564,15.555072,0.0028105372890661006,Q3 (Upper-Mid),Central
1.5269188,103.3703613,0.275,0.539,17.37739,0.0050199026510572555,Q3 (Upper-Mid),Southern
3.2611771,113.5656738,-0.103,0.52,12.030393,0.0038815060039560107,Q2 (Lower-Mid),Sarawak
3.6559638,113.7414551,-0.762,0.5,10.064021,0.003676242900152655,Q1 (Poorest),Sarawak
5.4300853,118.5314941,-0.551,0.537,13.362965,0.006039100914046075,Q1 (Poorest),Sabah
3.458591,101.1291504,0.49,0.523,20.20133,0.005488319333725047,Q4 (Richest),Southern
1.6587038,112.7526855,-0.207,0.435,15.379067,0.004366068052544858,Q2 (Lower-Mid),Sarawak
2.4492049,102.2277832,1.073,0.549,15.027715,0.00504345552670482,Q4 (Richest),Southern
4.2697242,115.5432129,-0.118,0.535,11.915684,0.00505039724798132,Q2 (Lower-Mid),Sabah
2.800398,112.2033691,-0.691,0.475,12.882846,0.004883116743912212,Q1 (Poorest),Sarawak
4.2258996,118.0041504,0.534,0.553,17.715921,0.001235561599315351,Q4 (Richest),Sabah
2.6248138,111.7199707,0.101,0.495,12.558674,0.004977845802677268,Q3 (Upper-Mid),Sarawak
6.3698938,116.4880371,-0.062,0.517,14.754517,0.005759495471072853,Q2 (Lower-Mid),Sabah
1.4610233,110.2697754,0.755,0.511,12.695823,0.006214875963582534,Q4 (Richest),Sarawak
4.5326183,118.2019043,-0.628,0.475,11.882237,0.003907232615407736,Q1 (Poorest),Sabah
1.8563646,111.6101074,-0.723,0.497,11.644452,0.005077274562800798,Q1 (Poorest),Sarawak
6.959144,116.7736816,-0.39,0.525,11.209141,0.004349203680656845,Q1 (Poorest),Sabah
5.080001,100.9753418,-0.766,0.515,15.893283,0.005010813811548906,Q1 (Poorest),Central
4.4888091,118.0700684,-0.382,0.561,11.997981,0.006228869356792942,Q1 (Poorest),Sabah
5.4300853,119.1467285,-0.161,0.558,9.642894,0.005210858095257731,Q2 (Lower-Mid),Sabah
2.8881803,101.8762207,0.612,0.558,16.937267,0.0034065344911671943,Q4 (Richest),Southern
3.5901776,113.4118652,0.106,0.52,10.3401785,0.005752262995484578,Q3 (Upper-Mid),Sarawak
5.4082108,119.1906738,-0.552,0.447,9.6783495,0.005387137960822312,Q1 (Poorest),Sabah
1.9881263,111.4562988,0.281,0.473,11.447366,0.00338464040795277,Q3 (Upper-Mid),Sarawak
5.6269192,102.7111816,-0.49,0.507,15.475753,0.004270310739763988,Q1 (Poorest),Northern
1.724593,103.1726074,0.451,0.527,13.577052,0.0024299826650681835,Q4 (Richest),Southern
1.6587038,103.5021973,0.11,0.516,13.388064,0.004643068545339013,Q3 (Upper-Mid),Southern
4.9486696,116.2683105,-0.08,0.409,12.042235,0.0049424848095366795,Q2 (Lower-Mid),Sabah
6.6755194,116.6418457,-0.183,0.556,10.167709,0.0031934339618517305,Q2 (Lower-Mid),Sabah
5.0362268,118.9050293,-0.198,0.541,14.753957,0.0012273321336336205,Q2 (Lower-Mid),Sabah
5.9548266,116.0925293,1.009,0.517,15.854903,0.0024779897234737526,Q4 (Richest),Sabah
6.020385,100.8215332,0.891,0.544,12.886525,0.005770325565833616,Q4 (Richest),Northern
2.273573,111.6760254,-0.348,0.514,11.837361,0.0017555048037672365,Q2 (Lower-Mid),Sarawak
4.510714,117.7624512,-0.546,0.477,12.107915,0.004986173083312538,Q1 (Poorest),Sabah
2.7784514,102.3596191,-0.537,0.51,16.611254,0.005763383357186492,Q1 (Poorest),Southern
4.5764249,114.8840332,-0.4,0.546,10.900562,0.0017232878521302119,Q1 (Poorest),Sabah
5.3207052,118.4655762,0.466,0.605,12.913083,0.004333579214239527,Q4 (Richest),Sabah
2.1418349,111.3903809,0.141,0.495,12.203986,0.005596679491134709,Q3 (Upper-Mid),Sarawak
4.7078283,115.0378418,-0.12,0.476,12.430729,0.00400683655098724,Q2 (Lower-Mid),Sabah
4.2039864,101.2609863,0.492,0.569,19.101507,0.00413909637833422,Q4 (Richest),Central
3.217302,101.8322754,-0.596,0.552,14.536277,0.003566238393383719,Q1 (Poorest),Southern
5.0143386,115.5212402,0.248,0.559,12.220173,0.0038190110935091997,Q3 (Upper-Mid),Sabah
4.9267785,100.6018066,-0.478,0.537,19.474905,0.003658092226137871,Q1 (Poorest),Central
5.6706511,102.1838379,0.208,0.52,16.287767,0.00450104413154698,Q3 (Upper-Mid),Northern
1.9222467,103.5241699,-0.103,0.531,12.913722,0.0028761084679795592,Q2 (Lower-Mid),Southern
5.0581143,100.579834,-0.012,0.536,19.849659,0.005752999516541489,Q3 (Upper-Mid),Central
6.6536952,116.7736816,-0.399,0.53,11.8649645,0.001856139791526351,Q1 (Poorest),Sabah
6.042236,116.4660645,-0.232,0.488,11.623322,0.0029632900719738483,Q2 (Lower-Mid),Sabah
4.7297265,103.326416,0.1,0.501,14.156781,0.0049350189116923815,Q3 (Upper-Mid),Central
6.020385,100.6677246,-0.228,0.512,13.949233,0.0053588769678986885,Q2 (Lower-Mid),Northern
5.3207052,100.4699707,1.048,0.571,22.046663,0.006571753733626255,Q4 (Richest),Central
4.9486696,101.0852051,-0.254,0.531,17.747007,0.003675207032235402,Q2 (Lower-Mid),Central
1.5488836,103.6779785,1.002,0.561,20.644098,0.004892440550053526,Q4 (Richest),Southern
4.1601581,101.151123,0.288,0.523,20.000336,0.006202039290579847,Q3 (Upper-Mid),Central
4.9924497,118.2897949,-0.718,0.525,15.704911,0.005427652062388471,Q1 (Poorest),Sabah
5.7362428,117.9382324,-1.068,0.465,14.727185,0.003465316568228458,Q1 (Poorest),Sabah
2.2955282,103.1286621,0.984,0.552,14.549805,0.0036999852781997183,Q4 (Richest),Southern
6.4572344,100.4919434,0.682,0.572,13.313085,0.0037884674760659816,Q4 (Richest),Northern
1.2413579,111.1706543,-0.5,0.457,13.482418,0.0056724394218813185,Q1 (Poorest),Sarawak
4.3792747,118.092041,0.442,0.565,11.888228,0.005199612168348707,Q4 (Richest),Sabah
3.9848207,103.392334,0.626,0.565,14.656746,0.002668666142742631,Q4 (Richest),Central
1.4170918,104.095459,0.285,0.565,16.663378,0.00214134273711188,Q3 (Upper-Mid),Southern
4.3573658,117.8283691,0.669,0.54,15.9415655,0.004119262903724029,Q4 (Richest),Sabah
4.7735207,115.6750488,-0.765,0.423,13.624718,0.0014801025487587538,Q1 (Poorest),Sabah
5.080001,103.2385254,-0.257,0.507,14.096275,0.0061167413269338266,Q2 (Lower-Mid),Central
2.84429,101.8103027,1.145,0.557,18.319613,0.004753073733177419,Q4 (Richest),Southern
4.4449973,114.0490723,0.833,0.551,9.534568,0.0040741320667421485,Q4 (Richest),Sabah
4.8392069,103.2385254,0.233,0.521,14.155353,0.005488335696382747,Q3 (Upper-Mid),Central
5.5175751,117.0593262,-0.477,0.47,13.069797,0.00503440102533789,Q1 (Poorest),Sabah
2.8881803,112.8845215,-0.182,0.523,13.197036,0.003216423469559716,Q2 (Lower-Mid),Sarawak
2.9759559,102.2717285,-0.462,0.517,17.057886,0.0034097837976293766,Q1 (Poorest),Southern
5.5175751,118.4875488,-0.701,0.532,13.0816965,0.00362285773086813,Q1 (Poorest),Sabah
1.9442068,111.895752,-0.03,0.442,11.78025,0.001095360009254259,Q3 (Upper-Mid),Sarawak
3.4805234,113.6975098,-0.65,0.461,10.291883,0.005132215538776633,Q1 (Poorest),Sarawak
4.6859294,115.345459,-0.58,0.478,12.254322,0.0010360755808895387,Q1 (Poorest),Sabah
5.0581143,116.2463379,-0.28,0.494,15.309882,0.0033885938645746494,Q2 (Lower-Mid),Sabah
5.2113056,117.7185059,-0.764,0.464,11.877316,0.005095757551554562,Q1 (Poorest),Sabah
5.9111167,102.755127,-0.107,0.578,15.2110405,0.0038854287787484366,Q2 (Lower-Mid),Northern
1.6367402,111.2145996,0.829,0.559,12.085504,0.0017848613911532795,Q4 (Richest),Sarawak
4.1820725,102.0300293,0.39,0.554,18.02489,0.005771845426093527,Q4 (Richest),Central
4.9267785,100.7336426,1.02,0.554,19.904964,0.0022375379231274217,Q4 (Richest),Central
4.510714,118.4875488,-0.438,0.505,10.423636,0.004986173083312538,Q1 (Poorest),Sabah
4.3135463,101.5686035,-0.617,0.482,14.066476,0.003883430577674898,Q1 (Poorest),Central
5.6269192,117.9821777,-0.655,0.544,13.070563,0.0034135247901532933,Q1 (Poorest),Sabah
5.5175751,116.3122559,-0.368,0.476,13.005206,0.003765012264253049,Q2 (Lower-Mid),Sabah
1.4390576,110.5334473,0.563,0.525,12.626701,0.004345899807200126,Q4 (Richest),Sarawak
6.1514779,100.4040527,0.813,0.565,18.841537,0.003647154016762191,Q4 (Richest),Northern
2.9540126,101.8762207,1.37,0.58,16.172068,0.0015700052836054026,Q4 (Richest),Southern
5.605052,117.9821777,-0.707,0.509,12.919623,0.002823388898064437,Q1 (Poorest),Sabah
1.8124418,103.5021973,0.452,0.538,13.015222,0.003792679679170404,Q4 (Richest),Southern
4.8611009,100.9973145,-0.219,0.513,18.24824,0.004532703372331965,Q2 (Lower-Mid),Central
2.4272521,111.5881348,-0.234,0.435,11.247527,0.003860684014229689,Q2 (Lower-Mid),Sarawak
1.8344033,103.5241699,-0.242,0.524,13.0401945,0.0010235712083252486,Q2 (Lower-Mid),Southern
4.4011829,118.0480957,0.136,0.541,11.96989,0.004915948820696009,Q3 (Upper-Mid),Sabah
2.7126091,111.4562988,0.153,0.579,12.197568,0.0027199486828401267,Q3 (Upper-Mid),Sarawak
5.9766803,102.1398926,0.108,0.543,18.17998,0.0051711086308396745,Q3 (Upper-Mid),Northern
2.2955282,102.9528809,0.079,0.556,14.642093,0.002185695126875865,Q3 (Upper-Mid),Southern
3.4147247,101.7883301,1.221,0.597,17.480581,0.003337807383281946,Q4 (Richest),Southern
5.8236865,100.8874512,0.671,0.537,13.315865,0.0027789736546303327,Q4 (Richest),Northern
3.7655967,103.1945801,0.924,0.57,15.756455,0.0007293733782345764,Q4 (Richest),Central
5.5175751,115.5651855,0.35,0.536,8.126189,0.002581731609299684,Q4 (Richest),Sabah
4.3354564,114.0270996,-0.16,0.542,9.558373,0.0021471332419066265,Q2 (Lower-Mid),Sabah
3.5682478,101.7004395,0.637,0.527,18.142467,0.005600240871124333,Q4 (Richest),Central
5.0143386,102.3815918,0.165,0.571,13.226673,0.0034738547134057058,Q3 (Upper-Mid),Central
6.1514779,102.0959473,0.142,0.541,19.31298,0.003647154016762191,Q3 (Upper-Mid),Northern
4.7078283,103.1726074,-0.23,0.508,14.055466,0.003706596795558345,Q2 (Lower-Mid),Central
6.1077838,116.2023926,0.808,0.583,14.115189,0.003815432209276894,Q4 (Richest),Sabah
5.7143797,117.1911621,-0.179,0.513,12.9365425,0.0038874278705453695,Q2 (Lower-Mid),Sabah
3.5243866,103.1066895,0.257,0.507,15.214534,0.001794283981496621,Q3 (Upper-Mid),Central
6.2606973,100.3161621,-0.271,0.538,18.551233,0.004456106643363215,Q2 (Lower-Mid),Northern
3.1953637,101.5026855,0.494,0.533,22.11023,0.002340198734967467,Q4 (Richest),Southern
4.6202287,118.2897949,-0.155,0.529,11.319743,0.006761750085192211,Q2 (Lower-Mid),Sabah
3.5682478,103.260498,-0.111,0.515,16.251312,0.0055507064351428105,Q2 (Lower-Mid),Central
2.7126091,101.5026855,-0.531,0.518,17.55161,0.003325687336127551,Q1 (Poorest),Southern
5.4300853,100.3161621,1.715,0.541,17.436478,0.005049606093999022,Q4 (Richest),Central
